0.019334	0.861029	
0.001524	0.961045	
0.560262	0.251546	
0.001365	0.963135	
0.000316	0.982314	
0.003264	0.942947	
0.042164	0.794733	
0.582928	0.236553	
0.009431	0.902964	
0.115734	0.659871	
0.014508	0.879629	
0.001663	0.959305	
0.165244	0.593563	
0.000260	0.983955	
0.621553	0.211663	
0.026177	0.838280	
0.206259	0.545905	
0.011769	0.891591	
0.105146	0.675805	
0.001062	0.967496	
0.089098	0.701577	
0.008390	0.908479	
0.000241	0.984546	
0.005212	0.927886	
0.077845	0.721063	
0.883948	0.059858	
0.850283	0.077936	
0.001727	0.958522	
0.083804	0.710579	
0.020052	0.858472	
0.000065	0.992018	
0.034578	0.814122	
0.001475	0.961679	
0.221873	0.529028	
0.009732	0.901428	
0.004520	0.932846	
0.644128	0.197473	
0.058872	0.757436	
0.280012	0.470898	
0.047316	0.782550	
0.002262	0.952523	
0.110460	0.667712	
0.513269	0.283624	
0.000032	0.994432	
1.000000	0.000041	
0.800386	0.105402	
0.000052	0.992885	
1.000000	0.000041	
0.000660	0.974386	
0.000001	0.999304	
0.070404	0.734733	
0.268031	0.482343	
0.000814	0.971554	
0.142856	0.622103	
0.000098	0.990176	
0.000604	0.975500	
0.064012	0.747064	
0.027951	0.832890	
0.000107	0.989714	
0.017119	0.869237	
0.375186	0.387532	
0.000015	0.996180	
0.001332	0.963589	
0.005766	0.924147	
0.015122	0.877106	
0.000022	0.995354	
0.023844	0.845661	
0.012404	0.888701	
0.135983	0.631308	
0.000128	0.988755	
0.000532	0.977012	
0.000002	0.998540	
0.000055	0.992679	
0.476126	0.310035	
0.000012	0.996661	
0.712991	0.155659	
0.018460	0.864206	
0.944375	0.028252	
0.066819	0.741577	
0.152282	0.609832	
0.000274	0.983515	
0.017925	0.866192	
0.000153	0.987725	
0.000414	0.979731	
0.025434	0.840595	
0.000302	0.982690	
0.000332	0.981871	
0.000000	0.999663	
0.000895	0.970170	
0.242598	0.507519	
0.007191	0.915278	
0.338417	0.418321	
0.171777	0.585605	
0.000059	0.992376	
0.000036	0.994112	
0.001871	0.956826	
0.288113	0.463298	
0.061493	0.752094	
0.000010	0.996995	
0.038411	0.804085	
0.000379	0.980605	
0.003505	0.940875	
0.290335	0.461232	
0.000973	0.968890	
0.902904	0.049830	
0.055759	0.763938	
0.054265	0.767123	
0.001420	0.962401	
0.001134	0.966403	
0.101556	0.681389	
0.008984	0.905295	
0.003359	0.942120	
0.006552	0.919133	
0.029396	0.828621	
0.109714	0.668837	
0.080923	0.715601	
0.000753	0.972646	
0.000443	0.979032	
0.458624	0.322836	
0.002159	0.953620	
0.000026	0.995018	
0.352274	0.406530	
0.036832	0.808158	
0.000870	0.970582	
0.004241	0.934958	
0.002074	0.954543	
0.001073	0.967327	
0.004068	0.936301	
0.000225	0.985097	
0.000012	0.996661	
0.155886	0.605241	
0.376182	0.386719	
0.022684	0.849463	
0.484706	0.303844	
0.000228	0.984987	
0.003032	0.945018	
0.039933	0.800242	
0.995898	0.002094	
0.363460	0.397180	
0.000316	0.982314	
0.001115	0.966683	
0.505827	0.288837	
0.000932	0.969548	
0.779629	0.117080	
0.012263	0.889339	
0.422571	0.350000	
0.556031	0.254376	
0.734357	0.143100	
0.004945	0.929756	
0.962702	0.018868	
0.444693	0.333201	
0.010261	0.898781	
0.020696	0.856215	
0.011362	0.893483	
0.137571	0.629161	
0.000022	0.995354	
0.004962	0.929634	
0.006471	0.919637	
0.043813	0.790758	
0.000003	0.998325	
0.670559	0.181171	
0.752614	0.132513	
0.000078	0.991265	
0.128387	0.641755	
0.001729	0.958498	
0.003936	0.937344	
0.041003	0.797581	
0.192420	0.561406	
0.045112	0.787678	
0.051914	0.772226	
0.822661	0.093038	
0.000637	0.974850	
0.002541	0.949675	
0.000179	0.986689	
0.003840	0.938111	
0.024942	0.842144	
0.000113	0.989449	
0.004391	0.933813	
0.028441	0.831429	
0.000199	0.985960	
0.000427	0.979423	
0.007712	0.912261	
0.013872	0.882298	
0.216397	0.534878	
0.011175	0.894365	
0.074123	0.727814	
0.000002	0.998818	
0.073284	0.729360	
